commodity,month,horizon,p50,p10,p90,model
"ALARM,ROTA,90-100DB",2026-11-01,6,2116.2434050125407,1867.704876900036,2364.7819331250457,Hist gradient boosting
"ALARM,ROTA,90-100DB",2026-12-01,7,2098.1146552503947,1831.962053173842,2364.2672573269474,Hist gradient boosting
"ALARM,ROTA,90-100DB",2027-01-01,8,2098.1146552503947,1813.585555373584,2382.6437551272056,Hist gradient boosting
"ALARM,ROTA,90-100DB",2027-02-01,9,2086.150966982877,1786.083116412916,2386.218817552839,Hist gradient boosting
"ALARM,ROTA,90-100DB",2027-03-01,10,2078.4589131106504,1763.3258847443735,2393.591941476928,Hist gradient boosting
"ALARM,ROTA,90-100DB",2027-04-01,11,2063.296417599623,1735.1932328821815,2391.3996023170644,Hist gradient boosting
"ALARM,ROTA,90-100DB",2027-05-01,12,2082.7047967516323,1739.602669224098,2425.8069242791667,Hist gradient boosting
"SIREN,ELECTRONIC,MM:ES 100",2026-06-01,1,2676.999999999999,2474.599999999999,2879.399999999999,Naive (last price)
"SIREN,ELECTRONIC,MM:ES 100",2026-07-01,2,2676.999999999999,2474.599999999999,2879.399999999999,Naive (last price)
"SIREN,ELECTRONIC,MM:ES 100",2026-08-01,3,2676.999999999999,2462.322381231764,2891.677618768235,Naive (last price)
"SIREN,ELECTRONIC,MM:ES 100",2026-09-01,4,2676.999999999999,2429.111638030341,2924.8883619696567,Naive (last price)
"SIREN,ELECTRONIC,MM:ES 100",2026-10-01,5,2676.999999999999,2399.852385902385,2954.1476140976133,Naive (last price)
"SIREN,ELECTRONIC,MM:ES 100",2026-11-01,6,2676.999999999999,2373.399999999999,2980.5999999999995,Naive (last price)
"SIREN,ELECTRONIC,MM:ES 100",2026-12-01,7,2676.999999999999,2349.0745206605616,3004.9254793394366,Naive (last price)
"SIREN,ELECTRONIC,MM:ES 100",2027-01-01,8,2676.999999999999,2326.432916548058,3027.56708345194,Naive (last price)
"SIREN,ELECTRONIC,MM:ES 100",2027-02-01,9,2676.999999999999,2305.1674570455125,3048.8325429544857,Naive (last price)
"SIREN,ELECTRONIC,MM:ES 100",2027-03-01,10,2676.999999999999,2285.054085363809,3068.9459146361896,Naive (last price)
"SIREN,ELECTRONIC,MM:ES 100",2027-04-01,11,2676.999999999999,2265.92365672542,3088.076343274579,Naive (last price)
"SIREN,ELECTRONIC,MM:ES 100",2027-05-01,12,2676.999999999999,2247.6447624635275,3106.355237536471,Naive (last price)
"MTR,SC,415V,160ML,3000RPM,15KW",2025-09-01,1,36911.05835223598,33455.25761906024,40366.85908541172,Moving average (auto-k)
"MTR,SC,415V,160ML,3000RPM,15KW",2025-10-01,2,36911.05835223598,33455.25761906024,40366.85908541172,Moving average (auto-k)
"MTR,SC,415V,160ML,3000RPM,15KW",2025-11-01,3,36911.05835223598,33455.25761906024,40366.85908541172,Moving average (auto-k)
"MTR,SC,415V,160ML,3000RPM,15KW",2025-12-01,4,36911.05835223598,33227.16239275943,40594.95431171254,Moving average (auto-k)
"MTR,SC,415V,160ML,3000RPM,15KW",2026-01-01,5,36911.05835223598,32792.33745852279,41029.77924594918,Moving average (auto-k)
"MTR,SC,415V,160ML,3000RPM,15KW",2026-02-01,6,36911.05835223598,32399.22566912687,41422.89103534509,Moving average (auto-k)
"MTR,SC,415V,160ML,3000RPM,15KW",2026-03-01,7,36911.05835223598,32037.722069930656,41784.394634541306,Moving average (auto-k)
"MTR,SC,415V,160ML,3000RPM,15KW",2026-04-01,8,36911.05835223598,31701.24272397279,42120.87398049917,Moving average (auto-k)
"MTR,SC,415V,160ML,3000RPM,15KW",2026-05-01,9,36911.05835223598,31385.214413021145,42436.90229145082,Moving average (auto-k)
"MTR,SC,415V,160ML,3000RPM,15KW",2026-06-01,10,36911.05835223598,31086.307404717347,42735.80929975462,Moving average (auto-k)
"MTR,SC,415V,160ML,3000RPM,15KW",2026-07-01,11,36911.05835223598,30802.00802009096,43020.108684381,Moving average (auto-k)
"MTR,SC,415V,160ML,3000RPM,15KW",2026-08-01,12,36911.05835223598,30530.363380624887,43291.75332384708,Moving average (auto-k)
"MTR,SC,415V,132M,1440RPM,7.5KW",2025-05-01,1,18435.59637796811,17623.52069570295,19247.672060233275,Gaussian process
"MTR,SC,415V,132M,1440RPM,7.5KW",2025-06-01,2,18536.62763466113,17720.101593154694,19353.153676167567,Gaussian process
"MTR,SC,415V,132M,1440RPM,7.5KW",2025-07-01,3,18691.25013699661,17867.913077744757,19514.58719624846,Gaussian process
"MTR,SC,415V,132M,1440RPM,7.5KW",2025-08-01,4,18848.03793868684,17903.92902803541,19792.146849338264,Gaussian process
"MTR,SC,415V,132M,1440RPM,7.5KW",2025-09-01,5,19024.054429107364,17958.651134038722,20089.457724176005,Gaussian process
"MTR,SC,415V,132M,1440RPM,7.5KW",2025-10-01,6,19090.65757695438,17919.48076093434,20261.834392974422,Gaussian process
"MTR,SC,415V,132M,1440RPM,7.5KW",2025-11-01,7,18954.00871463476,17698.04801631221,20209.969412957314,Gaussian process
"MTR,SC,415V,132M,1440RPM,7.5KW",2025-12-01,8,18631.538561572383,17311.70348307015,19951.373640074624,Gaussian process
"MTR,SC,415V,132M,1440RPM,7.5KW",2026-01-01,9,18248.59841502539,16877.474447647175,19619.722382403605,Gaussian process
"MTR,SC,415V,132M,1440RPM,7.5KW",2026-02-01,10,17968.015401568155,16544.946051951552,19391.08475118476,Gaussian process
"MTR,SC,415V,132M,1440RPM,7.5KW",2026-03-01,11,17816.35268865192,16336.422949073249,19296.2824282306,Gaussian process
"MTR,SC,415V,132M,1440RPM,7.5KW",2026-04-01,12,17722.746439518072,16185.131461946576,19260.361417089567,Gaussian process
"MCCB,125A,3P",2026-07-01,1,13120.000000000013,5248.000000000005,20992.00000000002,Naive (last price)
"MCCB,125A,3P",2026-08-01,2,13120.000000000013,5248.000000000005,20992.00000000002,Naive (last price)
"MCCB,125A,3P",2026-09-01,3,13120.000000000013,5248.000000000005,20992.00000000002,Naive (last price)
"MCCB,125A,3P",2026-10-01,4,13120.000000000013,5248.000000000005,20992.00000000002,Naive (last price)
"MCCB,125A,3P",2026-11-01,5,13120.000000000013,5248.000000000005,20992.00000000002,Naive (last price)
"MCCB,125A,3P",2026-12-01,6,13120.000000000013,5248.000000000005,20992.00000000002,Naive (last price)
"MCCB,125A,3P",2027-01-01,7,13120.000000000013,5248.000000000005,20992.00000000002,Naive (last price)
"MCCB,125A,3P",2027-02-01,8,13120.000000000013,5248.000000000005,20992.00000000002,Naive (last price)
"MCCB,125A,3P",2027-03-01,9,13120.000000000013,5248.000000000005,20992.00000000002,Naive (last price)
"MCCB,125A,3P",2027-04-01,10,13120.000000000013,5248.000000000005,20992.00000000002,Naive (last price)
"MCCB,125A,3P",2027-05-01,11,13120.000000000013,5248.000000000005,20992.00000000002,Naive (last price)
"MCCB,125A,3P",2027-06-01,12,13120.000000000013,5248.000000000005,20992.00000000002,Naive (last price)
"MTR,SC,132M,1000RPM,5.5KW",2025-11-01,1,21786.999999999985,18857.93957149903,24716.06042850094,Naive (last price)
"MTR,SC,132M,1000RPM,5.5KW",2025-12-01,2,21786.999999999985,18857.93957149903,24716.06042850094,Naive (last price)
"MTR,SC,132M,1000RPM,5.5KW",2026-01-01,3,21786.999999999985,18857.93957149903,24716.06042850094,Naive (last price)
"MTR,SC,132M,1000RPM,5.5KW",2026-02-01,4,21786.999999999985,18857.93957149903,24716.06042850094,Naive (last price)
"MTR,SC,132M,1000RPM,5.5KW",2026-03-01,5,21786.999999999985,18857.93957149903,24716.06042850094,Naive (last price)
"MTR,SC,132M,1000RPM,5.5KW",2026-04-01,6,21786.999999999985,18616.19907462304,24957.80092537693,Naive (last price)
"MTR,SC,132M,1000RPM,5.5KW",2026-05-01,7,21786.999999999985,18362.14356606004,25211.85643393993,Naive (last price)
"MTR,SC,132M,1000RPM,5.5KW",2026-06-01,8,21786.999999999985,18125.67446437379,25448.32553562618,Naive (last price)
"MTR,SC,132M,1000RPM,5.5KW",2026-07-01,9,21786.999999999985,17903.577828440863,25670.42217155911,Naive (last price)
"MTR,SC,132M,1000RPM,5.5KW",2026-08-01,10,21786.999999999985,17693.51360729199,25880.486392707982,Naive (last price)
"MTR,SC,132M,1000RPM,5.5KW",2026-09-01,11,21786.999999999985,17493.715251463724,26080.284748536247,Naive (last price)
"MTR,SC,132M,1000RPM,5.5KW",2026-10-01,12,21786.999999999985,17302.810327746745,26271.189672253226,Naive (last price)
"MTR,SC,415V,112M,1500RPM,3.7KW",2025-05-01,1,10684.000000000004,9960.776936030648,11407.22306396936,Naive (last price)
"MTR,SC,415V,112M,1500RPM,3.7KW",2025-06-01,2,10684.000000000004,9960.776936030648,11407.22306396936,Naive (last price)
"MTR,SC,415V,112M,1500RPM,3.7KW",2025-07-01,3,10684.000000000004,9800.756220374427,11567.24377962558,Naive (last price)
"MTR,SC,415V,112M,1500RPM,3.7KW",2025-08-01,4,10684.000000000004,9664.117932146224,11703.882067853783,Naive (last price)
"MTR,SC,415V,112M,1500RPM,3.7KW",2025-09-01,5,10684.000000000004,9543.737183622952,11824.262816377057,Naive (last price)
"MTR,SC,415V,112M,1500RPM,3.7KW",2025-10-01,6,10684.000000000004,9434.90466797184,11933.095332028168,Naive (last price)
"MTR,SC,415V,112M,1500RPM,3.7KW",2025-11-01,7,10684.000000000004,9334.822840922305,12033.177159077706,Naive (last price)
"MTR,SC,415V,112M,1500RPM,3.7KW",2025-12-01,8,10684.000000000004,9241.668947620074,12126.331052379934,Naive (last price)
"MTR,SC,415V,112M,1500RPM,3.7KW",2026-01-01,9,10684.000000000004,9154.176898219335,12213.823101780672,Naive (last price)
"MTR,SC,415V,112M,1500RPM,3.7KW",2026-02-01,10,10684.000000000004,9071.424860409836,12296.575139590172,Naive (last price)
"MTR,SC,415V,112M,1500RPM,3.7KW",2026-03-01,11,10684.000000000004,8992.716925258619,12375.283074741388,Naive (last price)
"MTR,SC,415V,112M,1500RPM,3.7KW",2026-04-01,12,10684.000000000004,8917.51244074885,12450.487559251158,Naive (last price)
"SMPS, 24 V DC, 10A",2026-04-01,1,3096.0000000000014,3059.7887317013387,3132.2112682986635,Naive (last price)
"SMPS, 24 V DC, 10A",2026-05-01,2,3096.0000000000014,3059.7887317013387,3132.2112682986635,Naive (last price)
"SMPS, 24 V DC, 10A",2026-06-01,3,3096.0000000000014,3059.7887317013387,3132.2112682986635,Naive (last price)
"SMPS, 24 V DC, 10A",2026-07-01,4,3096.0000000000014,3059.7887317013387,3132.2112682986635,Naive (last price)
"SMPS, 24 V DC, 10A",2026-08-01,5,3096.0000000000014,3057.7448656603383,3134.2551343396644,Naive (last price)
"SMPS, 24 V DC, 10A",2026-09-01,6,3096.0000000000014,3054.093599963553,3137.9064000364497,Naive (last price)
"SMPS, 24 V DC, 10A",2026-10-01,7,3096.0000000000014,3050.735914626673,3141.2640853733296,Naive (last price)
"SMPS, 24 V DC, 10A",2026-11-01,8,3096.0000000000014,3047.6106573163784,3144.389342683624,Naive (last price)
"SMPS, 24 V DC, 10A",2026-12-01,9,3096.0000000000014,3044.675351476877,3147.3246485231257,Naive (last price)
"SMPS, 24 V DC, 10A",2027-01-01,10,3096.0000000000014,3041.8990701864445,3150.1009298135577,Naive (last price)
"SMPS, 24 V DC, 10A",2027-02-01,11,3096.0000000000014,3039.258466117311,3152.741533882692,Naive (last price)
"SMPS, 24 V DC, 10A",2027-03-01,12,3096.0000000000014,3036.7354007182244,3155.264599281779,Naive (last price)
"BOX PANEL,SIZE:750(A) X 500(B) X 200(C)",2026-07-01,1,3194.0759722109,2980.710481802491,3407.4414626193093,Moving average (auto-k)
"BOX PANEL,SIZE:750(A) X 500(B) X 200(C)",2026-08-01,2,3194.0759722109,2980.710481802491,3407.4414626193093,Moving average (auto-k)
"BOX PANEL,SIZE:750(A) X 500(B) X 200(C)",2026-09-01,3,3194.0759722109,2958.862628050905,3429.2893163708945,Moving average (auto-k)
"BOX PANEL,SIZE:750(A) X 500(B) X 200(C)",2026-10-01,4,3194.0759722109,2922.4749970753696,3465.6769473464306,Moving average (auto-k)
"BOX PANEL,SIZE:750(A) X 500(B) X 200(C)",2026-11-01,5,3194.0759722109,2890.416850631762,3497.7350937900383,Moving average (auto-k)
"BOX PANEL,SIZE:750(A) X 500(B) X 200(C)",2026-12-01,6,3194.0759722109,2861.434070848705,3526.7178735730954,Moving average (auto-k)
"BOX PANEL,SIZE:750(A) X 500(B) X 200(C)",2027-01-01,7,3194.0759722109,2834.781654185275,3553.3702902365253,Moving average (auto-k)
"BOX PANEL,SIZE:750(A) X 500(B) X 200(C)",2027-02-01,8,3194.0759722109,2809.9741896204755,3578.1777548013247,Moving average (auto-k)
"BOX PANEL,SIZE:750(A) X 500(B) X 200(C)",2027-03-01,9,3194.0759722109,2786.674509507605,3601.477434914196,Moving average (auto-k)
"BOX PANEL,SIZE:750(A) X 500(B) X 200(C)",2027-04-01,10,3194.0759722109,2764.6371241353827,3623.5148202864175,Moving average (auto-k)
"BOX PANEL,SIZE:750(A) X 500(B) X 200(C)",2027-05-01,11,3194.0759722109,2743.6767086013,3644.4752358205,Moving average (auto-k)
"BOX PANEL,SIZE:750(A) X 500(B) X 200(C)",2027-06-01,12,3194.0759722109,2723.6492838909103,3664.50266053089,Moving average (auto-k)
"BOX PANEL,SIZE:500 AX400 BX200 C",2026-07-01,1,2114.3562893553503,1783.4916762956086,2445.220902415092,Autoregressive (ridge)
"BOX PANEL,SIZE:500 AX400 BX200 C",2026-08-01,2,2096.655892559162,1755.4167050454648,2437.8950800728594,Autoregressive (ridge)
"BOX PANEL,SIZE:500 AX400 BX200 C",2026-09-01,3,2080.96296014624,1666.1601214130394,2495.765798879441,Autoregressive (ridge)
"BOX PANEL,SIZE:500 AX400 BX200 C",2026-10-01,4,2068.207333554953,1592.1702215378957,2544.2444455720115,Autoregressive (ridge)
"BOX PANEL,SIZE:500 AX400 BX200 C",2026-11-01,5,2060.056786643629,1529.9285504303648,2590.1850228568933,Autoregressive (ridge)
"BOX PANEL,SIZE:500 AX400 BX200 C",2026-12-01,6,2052.7730430370257,1474.0999308664443,2631.446155207607,Autoregressive (ridge)
"BOX PANEL,SIZE:500 AX400 BX200 C",2027-01-01,7,2042.946351394224,1420.90003244658,2664.992670341868,Autoregressive (ridge)
"BOX PANEL,SIZE:500 AX400 BX200 C",2027-02-01,8,2035.1176651762548,1372.6704786597654,2697.564851692744,Autoregressive (ridge)
"BOX PANEL,SIZE:500 AX400 BX200 C",2027-03-01,9,2028.04863834364,1327.857897431942,2728.2393792553376,Autoregressive (ridge)
"BOX PANEL,SIZE:500 AX400 BX200 C",2027-04-01,10,2021.72438900304,1285.9601212089276,2757.488656797152,Autoregressive (ridge)
"BOX PANEL,SIZE:500 AX400 BX200 C",2027-05-01,11,2016.1170353352709,1246.5812432767211,2785.6528273938206,Autoregressive (ridge)
"BOX PANEL,SIZE:500 AX400 BX200 C",2027-06-01,12,2011.0698768785387,1209.3280777247248,2812.8116760323524,Autoregressive (ridge)
"BOX PANEL,SIZE:600(A) X 450(B) X 200(C)",2025-11-01,1,2634.1504923866864,2433.8278629227666,2834.4731218506063,Seasonal naive (12m)
"BOX PANEL,SIZE:600(A) X 450(B) X 200(C)",2025-12-01,2,2638.502074275507,2437.8485144684587,2839.1556340825546,Seasonal naive (12m)
"BOX PANEL,SIZE:600(A) X 450(B) X 200(C)",2026-01-01,3,2642.8608449202425,2415.613587300996,2870.1081025394897,Seasonal naive (12m)
"BOX PANEL,SIZE:600(A) X 450(B) X 200(C)",2026-02-01,4,2647.2268161966244,2384.3907999568373,2910.062832436412,Seasonal naive (12m)
"BOX PANEL,SIZE:600(A) X 450(B) X 200(C)",2026-03-01,5,2651.6000000000004,2357.254948191516,2945.945051808485,Seasonal naive (12m)
"BOX PANEL,SIZE:600(A) X 450(B) X 200(C)",2026-04-01,6,2744.184790901381,2410.4874814349373,3077.8821003678245,Seasonal naive (12m)
"BOX PANEL,SIZE:600(A) X 450(B) X 200(C)",2026-05-01,7,2840.0023256201744,2466.98290557947,3213.021745660879,Seasonal naive (12m)
"BOX PANEL,SIZE:600(A) X 450(B) X 200(C)",2026-06-01,8,2939.165480499107,2526.4671056554603,3351.863855342754,Seasonal naive (12m)
"BOX PANEL,SIZE:600(A) X 450(B) X 200(C)",2026-07-01,9,3041.791073136219,2588.774216209581,3494.807930062857,Seasonal naive (12m)
"BOX PANEL,SIZE:600(A) X 450(B) X 200(C)",2026-08-01,10,3148.0000000000005,2653.804882346852,3642.195117653149,Seasonal naive (12m)
"BOX PANEL,SIZE:600(A) X 450(B) X 200(C)",2026-09-01,11,2640.0,2205.325667093656,3074.6743329063443,Seasonal naive (12m)
"BOX PANEL,SIZE:600(A) X 450(B) X 200(C)",2026-10-01,12,2643.363636363637,2188.7826557504063,3097.944616976868,Seasonal naive (12m)
"MTR,SC,415VAC,100L,1500RPM,2.2KW",2026-04-01,1,9121.000000000002,8953.858801976934,9288.14119802307,Naive (last price)
"MTR,SC,415VAC,100L,1500RPM,2.2KW",2026-05-01,2,9121.000000000002,8953.858801976934,9288.14119802307,Naive (last price)
"MTR,SC,415VAC,100L,1500RPM,2.2KW",2026-06-01,3,9121.000000000002,8953.858801976934,9288.14119802307,Naive (last price)
"MTR,SC,415VAC,100L,1500RPM,2.2KW",2026-07-01,4,9121.000000000002,8930.935877165919,9311.064122834085,Naive (last price)
"MTR,SC,415VAC,100L,1500RPM,2.2KW",2026-08-01,5,9121.000000000002,8908.501850629562,9333.498149370442,Naive (last price)
"MTR,SC,415VAC,100L,1500RPM,2.2KW",2026-09-01,6,9121.000000000002,8888.219940323417,9353.780059676586,Naive (last price)
"MTR,SC,415VAC,100L,1500RPM,2.2KW",2026-10-01,7,9121.000000000002,8869.568798912693,9372.431201087313,Naive (last price)
"MTR,SC,415VAC,100L,1500RPM,2.2KW",2026-11-01,8,9121.000000000002,8852.208739767495,9389.791260232509,Naive (last price)
"MTR,SC,415VAC,100L,1500RPM,2.2KW",2026-12-01,9,9121.000000000002,8835.903815748878,9406.096184251126,Naive (last price)
"MTR,SC,415VAC,100L,1500RPM,2.2KW",2027-01-01,10,9121.000000000002,8820.482235181142,9421.517764818862,Naive (last price)
"MTR,SC,415VAC,100L,1500RPM,2.2KW",2027-02-01,11,9121.000000000002,8805.814309225665,9436.18569077434,Naive (last price)
"MTR,SC,415VAC,100L,1500RPM,2.2KW",2027-03-01,12,9121.000000000002,8791.799282555357,9450.200717444646,Naive (last price)
FLASH BACK ARRESTOR F/OXYGEN,2018-12-01,1,3549.999999999998,3514.499999999998,3585.499999999998,Naive (last price)
FLASH BACK ARRESTOR F/OXYGEN,2019-01-01,2,3549.999999999998,3514.499999999998,3585.499999999998,Naive (last price)
FLASH BACK ARRESTOR F/OXYGEN,2019-02-01,3,3549.999999999998,3514.499999999998,3585.499999999998,Naive (last price)
FLASH BACK ARRESTOR F/OXYGEN,2019-03-01,4,3549.999999999998,3514.499999999998,3585.499999999998,Naive (last price)
FLASH BACK ARRESTOR F/OXYGEN,2019-04-01,5,3549.999999999998,3510.8270694199423,3589.172930580054,Naive (last price)
FLASH BACK ARRESTOR F/OXYGEN,2019-05-01,6,3549.999999999998,3507.0882045554376,3592.9117954445587,Naive (last price)
FLASH BACK ARRESTOR F/OXYGEN,2019-06-01,7,3549.999999999998,3503.649963470112,3596.350036529885,Naive (last price)
FLASH BACK ARRESTOR F/OXYGEN,2019-07-01,8,3549.999999999998,3500.4497266973435,3599.5502733026533,Naive (last price)
FLASH BACK ARRESTOR F/OXYGEN,2019-08-01,9,3549.999999999998,3497.443998607067,3602.556001392929,Naive (last price)
FLASH BACK ARRESTOR F/OXYGEN,2019-09-01,10,3549.999999999998,3494.601110295784,3605.398889704213,Naive (last price)
FLASH BACK ARRESTOR F/OXYGEN,2019-10-01,11,3549.999999999998,3491.897154299416,3608.102845700581,Naive (last price)
FLASH BACK ARRESTOR F/OXYGEN,2019-11-01,12,3549.999999999998,3489.31355689652,3610.686443103477,Naive (last price)
FLASH BACK ARRESTOR F/ACETYLENE,2018-12-01,1,3549.999999999998,3514.499999999998,3585.499999999998,Naive (last price)
FLASH BACK ARRESTOR F/ACETYLENE,2019-01-01,2,3549.999999999998,3514.499999999998,3585.499999999998,Naive (last price)
FLASH BACK ARRESTOR F/ACETYLENE,2019-02-01,3,3549.999999999998,3514.499999999998,3585.499999999998,Naive (last price)
FLASH BACK ARRESTOR F/ACETYLENE,2019-03-01,4,3549.999999999998,3514.499999999998,3585.499999999998,Naive (last price)
FLASH BACK ARRESTOR F/ACETYLENE,2019-04-01,5,3549.999999999998,3510.8270694199423,3589.172930580054,Naive (last price)
FLASH BACK ARRESTOR F/ACETYLENE,2019-05-01,6,3549.999999999998,3507.0882045554376,3592.9117954445587,Naive (last price)
FLASH BACK ARRESTOR F/ACETYLENE,2019-06-01,7,3549.999999999998,3503.649963470112,3596.350036529885,Naive (last price)
FLASH BACK ARRESTOR F/ACETYLENE,2019-07-01,8,3549.999999999998,3500.4497266973435,3599.5502733026533,Naive (last price)
FLASH BACK ARRESTOR F/ACETYLENE,2019-08-01,9,3549.999999999998,3497.443998607067,3602.556001392929,Naive (last price)
FLASH BACK ARRESTOR F/ACETYLENE,2019-09-01,10,3549.999999999998,3494.601110295784,3605.398889704213,Naive (last price)
FLASH BACK ARRESTOR F/ACETYLENE,2019-10-01,11,3549.999999999998,3491.897154299416,3608.102845700581,Naive (last price)
FLASH BACK ARRESTOR F/ACETYLENE,2019-11-01,12,3549.999999999998,3489.31355689652,3610.686443103477,Naive (last price)
"MCB,415VAC,63A,3P,10KA",2026-07-01,1,655.6031252986253,628.2329241083041,682.9733264889464,Hist gradient boosting
"MCB,415VAC,63A,3P,10KA",2026-08-01,2,667.8279381169098,636.0137424291548,699.6421338046647,Hist gradient boosting
"MCB,415VAC,63A,3P,10KA",2026-09-01,3,675.0738314536168,635.6867984071224,714.460864500111,Hist gradient boosting
"MCB,415VAC,63A,3P,10KA",2026-10-01,4,683.9414574333395,637.8638105835621,730.0191042831168,Hist gradient boosting
"MCB,415VAC,63A,3P,10KA",2026-11-01,5,687.9967736201772,636.1749406115669,739.8186066287875,Hist gradient boosting
"MCB,415VAC,63A,3P,10KA",2026-12-01,6,690.0346220640562,633.0985013403792,746.9707427877331,Hist gradient boosting
"MCB,415VAC,63A,3P,10KA",2027-01-01,7,684.989863723434,623.9414292009785,746.0382982458896,Hist gradient boosting
"MCB,415VAC,63A,3P,10KA",2027-02-01,8,691.0915669758757,625.2466955800379,756.9364383717135,Hist gradient boosting
"MCB,415VAC,63A,3P,10KA",2027-03-01,9,692.1431879498667,622.1978826085656,762.088493291168,Hist gradient boosting
"MCB,415VAC,63A,3P,10KA",2027-04-01,10,690.2738981068132,616.7441940367737,763.8036021768528,Hist gradient boosting
"MCB,415VAC,63A,3P,10KA",2027-05-01,11,689.6456057128216,612.5971954032832,766.6940160223601,Hist gradient boosting
"MCB,415VAC,63A,3P,10KA",2027-06-01,12,689.9462713503947,609.436746839665,770.4557958611243,Hist gradient boosting
"BOX PANEL,SIZE:300(A) X 350(B) X 175(C)",2026-07-01,1,1225.5292266183087,1187.5729056072953,1263.485547629322,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 350(B) X 175(C)",2026-08-01,2,1225.5292266183087,1187.5729056072953,1263.485547629322,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 350(B) X 175(C)",2026-09-01,3,1225.5292266183087,1183.6863157524433,1267.372137484174,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 350(B) X 175(C)",2026-10-01,4,1225.5292266183087,1177.2131949141387,1273.845258322479,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 350(B) X 175(C)",2026-11-01,5,1225.5292266183087,1171.5102609715293,1279.548192265088,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 350(B) X 175(C)",2026-12-01,6,1225.5292266183087,1166.3544145826331,1284.7040386539843,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 350(B) X 175(C)",2027-01-01,7,1225.5292266183087,1161.6131245049355,1289.4453287316817,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 350(B) X 175(C)",2027-02-01,8,1225.5292266183087,1157.200039302223,1293.858413934394,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 350(B) X 175(C)",2027-03-01,9,1225.5292266183087,1153.055179062054,1298.0032741745636,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 350(B) X 175(C)",2027-04-01,10,1225.5292266183087,1149.1348727752668,1301.9235804613504,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 350(B) X 175(C)",2027-05-01,11,1225.5292266183087,1145.406152357485,1305.6523008791323,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 350(B) X 175(C)",2027-06-01,12,1225.5292266183087,1141.8434048865777,1309.2150483500398,Moving average (auto-k)
"MPCB,16A",2026-03-01,1,2156.9999999999995,2093.5946516728395,2220.40534832716,Naive (last price)
"MPCB,16A",2026-04-01,2,2156.9999999999995,2093.5946516728395,2220.40534832716,Naive (last price)
"MPCB,16A",2026-05-01,3,2156.9999999999995,2093.5946516728395,2220.40534832716,Naive (last price)
"MPCB,16A",2026-06-01,4,2156.9999999999995,2093.5946516728395,2220.40534832716,Naive (last price)
"MPCB,16A",2026-07-01,5,2156.9999999999995,2093.5946516728395,2220.40534832716,Naive (last price)
"MPCB,16A",2026-08-01,6,2156.9999999999995,2092.994452438056,2221.005547561944,Naive (last price)
"MPCB,16A",2026-09-01,7,2156.9999999999995,2087.8661071652373,2226.1338928347614,Naive (last price)
"MPCB,16A",2026-10-01,8,2156.9999999999995,2083.092759770964,2230.907240229036,Naive (last price)
"MPCB,16A",2026-11-01,9,2156.9999999999995,2078.6095338828977,2235.3904661171014,Naive (last price)
"MPCB,16A",2026-12-01,10,2156.9999999999995,2074.369193409233,2239.630806590765,Naive (last price)
"MPCB,16A",2027-01-01,11,2156.9999999999995,2070.336078916168,2243.663921083831,Naive (last price)
"MPCB,16A",2027-02-01,12,2156.9999999999995,2066.482486570781,2247.517513429217,Naive (last price)
"BOX PANEL,SIZE:225(A) X 225(B) X 100(C)",2026-07-01,1,640.6334266562134,579.6537119057642,701.6131414066625,K-nearest neighbours
"BOX PANEL,SIZE:225(A) X 225(B) X 100(C)",2026-08-01,2,643.2091701094946,580.7217773977628,705.6965628212264,K-nearest neighbours
"BOX PANEL,SIZE:225(A) X 225(B) X 100(C)",2026-09-01,3,631.1658290811669,556.0676711172396,706.2639870450942,K-nearest neighbours
"BOX PANEL,SIZE:225(A) X 225(B) X 100(C)",2026-10-01,4,624.6603563755349,538.8382599431969,710.4824528078727,K-nearest neighbours
"BOX PANEL,SIZE:225(A) X 225(B) X 100(C)",2026-11-01,5,627.3813555441532,531.0113710229797,723.7513400653266,K-nearest neighbours
"BOX PANEL,SIZE:225(A) X 225(B) X 100(C)",2026-12-01,6,626.8965555348456,521.4101029485751,732.3830081211161,K-nearest neighbours
"BOX PANEL,SIZE:225(A) X 225(B) X 100(C)",2027-01-01,7,629.3397484117415,514.9573072642687,743.7221895592144,K-nearest neighbours
"BOX PANEL,SIZE:225(A) X 225(B) X 100(C)",2027-02-01,8,629.6858414718987,507.3386229010763,752.033060042721,K-nearest neighbours
"BOX PANEL,SIZE:225(A) X 225(B) X 100(C)",2027-03-01,9,632.5708917496519,502.20750422728617,762.9342792720175,K-nearest neighbours
"BOX PANEL,SIZE:225(A) X 225(B) X 100(C)",2027-04-01,10,633.8379052548817,496.1475924817424,771.528218028021,K-nearest neighbours
"BOX PANEL,SIZE:225(A) X 225(B) X 100(C)",2027-05-01,11,635.2335144500164,490.50472669435806,779.9623022056749,K-nearest neighbours
